,Description,Dates,Quantity
4627,REGENCY CAKESTAND 3 TIER,2011-04-19,19.0
4628,REGENCY CAKESTAND 3 TIER,2011-04-20,89.0
4629,REGENCY CAKESTAND 3 TIER,2011-04-21,35.0
4630,REGENCY CAKESTAND 3 TIER,2011-04-22,0.0
4631,REGENCY CAKESTAND 3 TIER,2011-04-23,0.0
4632,REGENCY CAKESTAND 3 TIER,2011-04-24,0.0
4633,REGENCY CAKESTAND 3 TIER,2011-04-25,0.0
4634,REGENCY CAKESTAND 3 TIER,2011-04-26,39.0
4635,REGENCY CAKESTAND 3 TIER,2011-04-27,202.0
4636,REGENCY CAKESTAND 3 TIER,2011-04-28,43.0
4637,REGENCY CAKESTAND 3 TIER,2011-04-29,0.0
4638,REGENCY CAKESTAND 3 TIER,2011-04-30,0.0
4639,REGENCY CAKESTAND 3 TIER,2011-05-01,5.0
4640,REGENCY CAKESTAND 3 TIER,2011-05-02,0.0
4641,REGENCY CAKESTAND 3 TIER,2011-05-03,34.0
4642,REGENCY CAKESTAND 3 TIER,2011-05-04,11.0
4643,REGENCY CAKESTAND 3 TIER,2011-05-05,64.0
4644,REGENCY CAKESTAND 3 TIER,2011-05-06,34.0
4645,REGENCY CAKESTAND 3 TIER,2011-05-07,0.0
4646,REGENCY CAKESTAND 3 TIER,2011-05-08,18.0
4647,REGENCY CAKESTAND 3 TIER,2011-05-09,17.0
4648,REGENCY CAKESTAND 3 TIER,2011-05-10,30.0
4649,REGENCY CAKESTAND 3 TIER,2011-05-11,58.0
4650,REGENCY CAKESTAND 3 TIER,2011-05-12,161.0
4651,REGENCY CAKESTAND 3 TIER,2011-05-13,42.0
4652,REGENCY CAKESTAND 3 TIER,2011-05-14,0.0
4653,REGENCY CAKESTAND 3 TIER,2011-05-15,2.0
4654,REGENCY CAKESTAND 3 TIER,2011-05-16,13.0
4655,REGENCY CAKESTAND 3 TIER,2011-05-17,42.0
4656,REGENCY CAKESTAND 3 TIER,2011-05-18,12.0
4657,REGENCY CAKESTAND 3 TIER,2011-05-19,96.0
4658,REGENCY CAKESTAND 3 TIER,2011-05-20,56.0
4659,REGENCY CAKESTAND 3 TIER,2011-05-21,0.0
4660,REGENCY CAKESTAND 3 TIER,2011-05-22,7.0
4661,REGENCY CAKESTAND 3 TIER,2011-05-23,8.0
4662,REGENCY CAKESTAND 3 TIER,2011-05-24,18.0
4663,REGENCY CAKESTAND 3 TIER,2011-05-25,28.0
4664,REGENCY CAKESTAND 3 TIER,2011-05-26,6.0
4665,REGENCY CAKESTAND 3 TIER,2011-05-27,63.0
4666,REGENCY CAKESTAND 3 TIER,2011-05-28,0.0
4667,REGENCY CAKESTAND 3 TIER,2011-05-29,3.0
4668,REGENCY CAKESTAND 3 TIER,2011-05-30,0.0
4669,REGENCY CAKESTAND 3 TIER,2011-05-31,25.0
4670,REGENCY CAKESTAND 3 TIER,2011-06-01,16.0
4671,REGENCY CAKESTAND 3 TIER,2011-06-02,56.0
4672,REGENCY CAKESTAND 3 TIER,2011-06-03,126.0
4673,REGENCY CAKESTAND 3 TIER,2011-06-04,0.0
4674,REGENCY CAKESTAND 3 TIER,2011-06-05,12.0
4675,REGENCY CAKESTAND 3 TIER,2011-06-06,12.0
4676,REGENCY CAKESTAND 3 TIER,2011-06-07,11.0
4677,REGENCY CAKESTAND 3 TIER,2011-06-08,51.0
4678,REGENCY CAKESTAND 3 TIER,2011-06-09,42.0
4679,REGENCY CAKESTAND 3 TIER,2011-06-10,57.0
4680,REGENCY CAKESTAND 3 TIER,2011-06-11,0.0
4681,REGENCY CAKESTAND 3 TIER,2011-06-12,5.0
4682,REGENCY CAKESTAND 3 TIER,2011-06-13,5.0
4683,REGENCY CAKESTAND 3 TIER,2011-06-14,21.0
4684,REGENCY CAKESTAND 3 TIER,2011-06-15,12.0
4685,REGENCY CAKESTAND 3 TIER,2011-06-16,13.0
4686,REGENCY CAKESTAND 3 TIER,2011-06-17,31.0
4687,REGENCY CAKESTAND 3 TIER,2011-06-18,0.0
4688,REGENCY CAKESTAND 3 TIER,2011-06-19,6.0
4689,REGENCY CAKESTAND 3 TIER,2011-06-20,4.0
4690,REGENCY CAKESTAND 3 TIER,2011-06-21,48.0
4691,REGENCY CAKESTAND 3 TIER,2011-06-22,12.0
4692,REGENCY CAKESTAND 3 TIER,2011-06-23,32.0
4693,REGENCY CAKESTAND 3 TIER,2011-06-24,21.0
4694,REGENCY CAKESTAND 3 TIER,2011-06-25,0.0
4695,REGENCY CAKESTAND 3 TIER,2011-06-26,13.0
4696,REGENCY CAKESTAND 3 TIER,2011-06-27,4.0
4697,REGENCY CAKESTAND 3 TIER,2011-06-28,19.0
4698,REGENCY CAKESTAND 3 TIER,2011-06-29,3.0
4699,REGENCY CAKESTAND 3 TIER,2011-06-30,13.0
4700,REGENCY CAKESTAND 3 TIER,2011-07-01,23.0
4701,REGENCY CAKESTAND 3 TIER,2011-07-02,0.0
4702,REGENCY CAKESTAND 3 TIER,2011-07-03,22.0
4703,REGENCY CAKESTAND 3 TIER,2011-07-04,15.0
4704,REGENCY CAKESTAND 3 TIER,2011-07-05,33.0
4705,REGENCY CAKESTAND 3 TIER,2011-07-06,20.0
4706,REGENCY CAKESTAND 3 TIER,2011-07-07,14.0
4707,REGENCY CAKESTAND 3 TIER,2011-07-08,23.0
4708,REGENCY CAKESTAND 3 TIER,2011-07-09,0.0
4709,REGENCY CAKESTAND 3 TIER,2011-07-10,0.0
4710,REGENCY CAKESTAND 3 TIER,2011-07-11,13.0
4711,REGENCY CAKESTAND 3 TIER,2011-07-12,43.0
4712,REGENCY CAKESTAND 3 TIER,2011-07-13,4.0
4713,REGENCY CAKESTAND 3 TIER,2011-07-14,126.0
4714,REGENCY CAKESTAND 3 TIER,2011-07-15,9.0
4715,REGENCY CAKESTAND 3 TIER,2011-07-16,0.0
4716,REGENCY CAKESTAND 3 TIER,2011-07-17,11.0
4717,REGENCY CAKESTAND 3 TIER,2011-07-18,3.0
4718,REGENCY CAKESTAND 3 TIER,2011-07-19,54.0
4719,REGENCY CAKESTAND 3 TIER,2011-07-20,24.0
4720,REGENCY CAKESTAND 3 TIER,2011-07-21,90.0
4721,REGENCY CAKESTAND 3 TIER,2011-07-22,84.0
4722,REGENCY CAKESTAND 3 TIER,2011-07-23,0.0
4723,REGENCY CAKESTAND 3 TIER,2011-07-24,51.0
4724,REGENCY CAKESTAND 3 TIER,2011-07-25,19.0
4725,REGENCY CAKESTAND 3 TIER,2011-07-26,16.0
4726,REGENCY CAKESTAND 3 TIER,2011-07-27,3.0
4727,REGENCY CAKESTAND 3 TIER,2011-07-28,224.0
4728,REGENCY CAKESTAND 3 TIER,2011-07-29,12.0
4729,REGENCY CAKESTAND 3 TIER,2011-07-30,0.0
4730,REGENCY CAKESTAND 3 TIER,2011-07-31,1.0
4731,REGENCY CAKESTAND 3 TIER,2011-08-01,19.0
4732,REGENCY CAKESTAND 3 TIER,2011-08-02,8.0
4733,REGENCY CAKESTAND 3 TIER,2011-08-03,28.0
4734,REGENCY CAKESTAND 3 TIER,2011-08-04,40.0
4735,REGENCY CAKESTAND 3 TIER,2011-08-05,16.0
4736,REGENCY CAKESTAND 3 TIER,2011-08-06,0.0
4737,REGENCY CAKESTAND 3 TIER,2011-08-07,21.0
4738,REGENCY CAKESTAND 3 TIER,2011-08-08,58.0
4739,REGENCY CAKESTAND 3 TIER,2011-08-09,22.0
4740,REGENCY CAKESTAND 3 TIER,2011-08-10,15.0
4741,REGENCY CAKESTAND 3 TIER,2011-08-11,10.0
4742,REGENCY CAKESTAND 3 TIER,2011-08-12,17.0
4743,REGENCY CAKESTAND 3 TIER,2011-08-13,0.0
4744,REGENCY CAKESTAND 3 TIER,2011-08-14,0.0
4745,REGENCY CAKESTAND 3 TIER,2011-08-15,22.0
4746,REGENCY CAKESTAND 3 TIER,2011-08-16,13.0
4747,REGENCY CAKESTAND 3 TIER,2011-08-17,20.0
4748,REGENCY CAKESTAND 3 TIER,2011-08-18,75.0
4749,REGENCY CAKESTAND 3 TIER,2011-08-19,7.0
4750,REGENCY CAKESTAND 3 TIER,2011-08-20,0.0
4751,REGENCY CAKESTAND 3 TIER,2011-08-21,10.0
4752,REGENCY CAKESTAND 3 TIER,2011-08-22,70.0
4753,REGENCY CAKESTAND 3 TIER,2011-08-23,4.0
4754,REGENCY CAKESTAND 3 TIER,2011-08-24,38.0
4755,REGENCY CAKESTAND 3 TIER,2011-08-25,29.0
4756,REGENCY CAKESTAND 3 TIER,2011-08-26,8.0
4757,REGENCY CAKESTAND 3 TIER,2011-08-27,0.0
4758,REGENCY CAKESTAND 3 TIER,2011-08-28,0.0
4759,REGENCY CAKESTAND 3 TIER,2011-08-29,0.0
4760,REGENCY CAKESTAND 3 TIER,2011-08-30,12.0
4761,REGENCY CAKESTAND 3 TIER,2011-08-31,5.0
4762,REGENCY CAKESTAND 3 TIER,2011-09-01,42.0
4763,REGENCY CAKESTAND 3 TIER,2011-09-02,28.0
4764,REGENCY CAKESTAND 3 TIER,2011-09-03,0.0
4765,REGENCY CAKESTAND 3 TIER,2011-09-04,2.0
4766,REGENCY CAKESTAND 3 TIER,2011-09-05,2.0
4767,REGENCY CAKESTAND 3 TIER,2011-09-06,8.0
4768,REGENCY CAKESTAND 3 TIER,2011-09-07,4.0
4769,REGENCY CAKESTAND 3 TIER,2011-09-08,19.0
4770,REGENCY CAKESTAND 3 TIER,2011-09-09,8.0
4771,REGENCY CAKESTAND 3 TIER,2011-09-10,0.0
4772,REGENCY CAKESTAND 3 TIER,2011-09-11,64.0
4773,REGENCY CAKESTAND 3 TIER,2011-09-12,56.0
4774,REGENCY CAKESTAND 3 TIER,2011-09-13,58.0
4775,REGENCY CAKESTAND 3 TIER,2011-09-14,21.0
4776,REGENCY CAKESTAND 3 TIER,2011-09-15,49.0
4777,REGENCY CAKESTAND 3 TIER,2011-09-16,7.0
4778,REGENCY CAKESTAND 3 TIER,2011-09-17,0.0
4779,REGENCY CAKESTAND 3 TIER,2011-09-18,6.0
4780,REGENCY CAKESTAND 3 TIER,2011-09-19,2.0
4781,REGENCY CAKESTAND 3 TIER,2011-09-20,17.0
4782,REGENCY CAKESTAND 3 TIER,2011-09-21,19.0
4783,REGENCY CAKESTAND 3 TIER,2011-09-22,29.0
4784,REGENCY CAKESTAND 3 TIER,2011-09-23,12.0
4785,REGENCY CAKESTAND 3 TIER,2011-09-24,0.0
4786,REGENCY CAKESTAND 3 TIER,2011-09-25,21.0
4787,REGENCY CAKESTAND 3 TIER,2011-09-26,11.0
4788,REGENCY CAKESTAND 3 TIER,2011-09-27,47.0
4789,REGENCY CAKESTAND 3 TIER,2011-09-28,10.0
4790,REGENCY CAKESTAND 3 TIER,2011-09-29,60.0
4791,REGENCY CAKESTAND 3 TIER,2011-09-30,4.0
4792,REGENCY CAKESTAND 3 TIER,2011-10-01,0.0
4793,REGENCY CAKESTAND 3 TIER,2011-10-02,5.0
4794,REGENCY CAKESTAND 3 TIER,2011-10-03,26.0
4795,REGENCY CAKESTAND 3 TIER,2011-10-04,41.0
4796,REGENCY CAKESTAND 3 TIER,2011-10-05,130.0
4797,REGENCY CAKESTAND 3 TIER,2011-10-06,70.0
4798,REGENCY CAKESTAND 3 TIER,2011-10-07,11.0
4799,REGENCY CAKESTAND 3 TIER,2011-10-08,0.0
4800,REGENCY CAKESTAND 3 TIER,2011-10-09,20.0
4801,REGENCY CAKESTAND 3 TIER,2011-10-10,21.0
4802,REGENCY CAKESTAND 3 TIER,2011-10-11,20.0
4803,REGENCY CAKESTAND 3 TIER,2011-10-12,15.0
4804,REGENCY CAKESTAND 3 TIER,2011-10-13,32.0
4805,REGENCY CAKESTAND 3 TIER,2011-10-14,17.0
4806,REGENCY CAKESTAND 3 TIER,2011-10-15,0.0
4807,REGENCY CAKESTAND 3 TIER,2011-10-16,22.0
4808,REGENCY CAKESTAND 3 TIER,2011-10-17,15.0
4809,REGENCY CAKESTAND 3 TIER,2011-10-18,10.0
4810,REGENCY CAKESTAND 3 TIER,2011-10-19,7.0
4811,REGENCY CAKESTAND 3 TIER,2011-10-20,27.0
4812,REGENCY CAKESTAND 3 TIER,2011-10-21,24.0
4813,REGENCY CAKESTAND 3 TIER,2011-10-22,0.0
4814,REGENCY CAKESTAND 3 TIER,2011-10-23,6.0
4815,REGENCY CAKESTAND 3 TIER,2011-10-24,5.0
4816,REGENCY CAKESTAND 3 TIER,2011-10-25,13.0
4817,REGENCY CAKESTAND 3 TIER,2011-10-26,18.0
4818,REGENCY CAKESTAND 3 TIER,2011-10-27,22.0
4819,REGENCY CAKESTAND 3 TIER,2011-10-28,44.0
4820,REGENCY CAKESTAND 3 TIER,2011-10-29,0.0
4821,REGENCY CAKESTAND 3 TIER,2011-10-30,19.0
4822,REGENCY CAKESTAND 3 TIER,2011-10-31,40.0
4823,REGENCY CAKESTAND 3 TIER,2011-11-01,11.0
4824,REGENCY CAKESTAND 3 TIER,2011-11-02,4.0
4825,REGENCY CAKESTAND 3 TIER,2011-11-03,65.0
4826,REGENCY CAKESTAND 3 TIER,2011-11-04,101.0
4827,REGENCY CAKESTAND 3 TIER,2011-11-05,0.0
4828,REGENCY CAKESTAND 3 TIER,2011-11-06,15.0
4829,REGENCY CAKESTAND 3 TIER,2011-11-07,35.0
4830,REGENCY CAKESTAND 3 TIER,2011-11-08,10.0
4831,REGENCY CAKESTAND 3 TIER,2011-11-09,15.0
4832,REGENCY CAKESTAND 3 TIER,2011-11-10,46.0
4833,REGENCY CAKESTAND 3 TIER,2011-11-11,28.0
4834,REGENCY CAKESTAND 3 TIER,2011-11-12,0.0
4835,REGENCY CAKESTAND 3 TIER,2011-11-13,23.0
4836,REGENCY CAKESTAND 3 TIER,2011-11-14,6.0
4837,REGENCY CAKESTAND 3 TIER,2011-11-15,45.0
4838,REGENCY CAKESTAND 3 TIER,2011-11-16,14.0
4839,REGENCY CAKESTAND 3 TIER,2011-11-17,29.0
4840,REGENCY CAKESTAND 3 TIER,2011-11-18,48.0
4841,REGENCY CAKESTAND 3 TIER,2011-11-19,0.0
4842,REGENCY CAKESTAND 3 TIER,2011-11-20,6.0
4843,REGENCY CAKESTAND 3 TIER,2011-11-21,44.0
4844,REGENCY CAKESTAND 3 TIER,2011-11-22,29.0
4845,REGENCY CAKESTAND 3 TIER,2011-11-23,47.0
4846,REGENCY CAKESTAND 3 TIER,2011-11-24,32.0
4847,REGENCY CAKESTAND 3 TIER,2011-11-25,19.0
4848,REGENCY CAKESTAND 3 TIER,2011-11-26,0.0
4849,REGENCY CAKESTAND 3 TIER,2011-11-27,14.0
4850,REGENCY CAKESTAND 3 TIER,2011-11-28,8.0
4851,REGENCY CAKESTAND 3 TIER,2011-11-29,93.0
4852,REGENCY CAKESTAND 3 TIER,2011-11-30,29.0
4853,REGENCY CAKESTAND 3 TIER,2011-12-01,27.0
4854,REGENCY CAKESTAND 3 TIER,2011-12-02,20.0
4855,REGENCY CAKESTAND 3 TIER,2011-12-03,0.0
4856,REGENCY CAKESTAND 3 TIER,2011-12-04,20.0
4857,REGENCY CAKESTAND 3 TIER,2011-12-05,35.0
4858,REGENCY CAKESTAND 3 TIER,2011-12-06,155.0
4859,REGENCY CAKESTAND 3 TIER,2011-12-07,18.0
4860,REGENCY CAKESTAND 3 TIER,2011-12-08,26.0
4861,REGENCY CAKESTAND 3 TIER,2011-12-09,18.0
4862,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-01,454.0
4863,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-02,309.0
4864,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-03,60.0
4865,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-04,0.0
4866,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-05,198.0
4867,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-06,161.0
4868,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-07,377.0
4869,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-08,151.0
4870,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-09,194.0
4871,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-10,196.0
4872,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-11,0.0
4873,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-12,42.0
4874,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-13,337.0
4875,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-14,126.0
4876,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-15,112.0
4877,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-16,766.0
4878,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-17,52.0
4879,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-18,0.0
4880,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-19,42.0
4881,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-20,85.0
4882,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-21,18.0
4883,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-22,25.0
4884,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-23,47.0
4885,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-24,0.0
4886,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-25,0.0
4887,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-26,0.0
4888,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-27,0.0
4889,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-28,0.0
4890,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-29,0.0
4891,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-30,0.0
4892,WHITE HANGING HEART T-LIGHT HOLDER,2010-12-31,0.0
4893,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-01,0.0
4894,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-02,0.0
4895,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-03,0.0
4896,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-04,67.0
4897,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-05,304.0
4898,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-06,171.0
4899,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-07,328.0
4900,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-08,0.0
4901,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-09,97.0
4902,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-10,12.0
4903,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-11,3114.0
4904,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-12,83.0
4905,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-13,8.0
4906,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-14,89.0
4907,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-15,0.0
4908,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-16,23.0
4909,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-17,220.0
4910,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-18,18.0
4911,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-19,15.0
4912,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-20,36.0
4913,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-21,64.0
4914,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-22,0.0
4915,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-23,47.0
4916,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-24,5.0
4917,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-25,79.0
4918,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-26,183.0
4919,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-27,64.0
4920,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-28,68.0
4921,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-29,0.0
4922,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-30,123.0
4923,WHITE HANGING HEART T-LIGHT HOLDER,2011-01-31,31.0
4924,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-01,189.0
4925,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-02,222.0
4926,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-03,31.0
4927,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-04,42.0
4928,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-05,0.0
4929,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-06,35.0
4930,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-07,61.0
4931,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-08,153.0
4932,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-09,8.0
4933,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-10,66.0
4934,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-11,209.0
4935,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-12,0.0
4936,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-13,6.0
4937,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-14,66.0
4938,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-15,12.0
4939,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-16,171.0
4940,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-17,44.0
4941,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-18,6.0
4942,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-19,0.0
4943,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-20,28.0
4944,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-21,17.0
4945,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-22,96.0
4946,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-23,84.0
4947,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-24,63.0
4948,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-25,40.0
4949,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-26,0.0
4950,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-27,27.0
4951,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-28,37.0
4952,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-01,80.0
4953,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-02,33.0
4954,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-03,96.0
4955,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-04,21.0
4956,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-05,0.0
4957,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-06,101.0
4958,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-07,26.0
4959,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-08,145.0
4960,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-09,86.0
4961,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-10,45.0
4962,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-11,125.0
4963,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-12,0.0
4964,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-13,3.0
4965,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-14,19.0
4966,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-15,96.0
4967,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-16,141.0
4968,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-17,87.0
4969,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-18,57.0
4970,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-19,0.0
4971,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-20,47.0
4972,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-21,38.0
4973,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-22,72.0
4974,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-23,83.0
4975,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-24,52.0
4976,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-25,31.0
4977,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-26,0.0
4978,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-27,77.0
4979,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-28,44.0
4980,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-29,185.0
4981,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-30,68.0
4982,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-31,63.0
4983,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-01,133.0
4984,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-02,0.0
4985,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-03,77.0
4986,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-04,66.0
4987,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-05,51.0
4988,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-06,65.0
4989,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-07,50.0
4990,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-08,68.0
4991,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-09,0.0
4992,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-10,74.0
4993,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-11,39.0
4994,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-12,198.0
4995,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-13,73.0
4996,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-14,127.0
4997,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-15,8.0
4998,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-16,0.0
4999,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-17,23.0
5000,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-18,2102.0
5001,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-19,110.0
5002,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-20,73.0
5003,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-21,137.0
5004,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-22,0.0
5005,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-23,0.0
5006,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-24,0.0
5007,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-25,0.0
5008,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-26,170.0
5009,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-27,73.0
5010,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-28,111.0
5011,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-29,0.0
5012,WHITE HANGING HEART T-LIGHT HOLDER,2011-04-30,0.0
5013,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-01,12.0
5014,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-02,0.0
5015,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-03,311.0
5016,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-04,85.0
5017,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-05,421.0
5018,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-06,179.0
5019,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-07,0.0
5020,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-08,136.0
5021,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-09,216.0
5022,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-10,149.0
5023,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-11,120.0
5024,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-12,227.0
